744,128162,128815,14246
745,128174,128814,14254
746,128197,128814,14264
747,128189,128807,14264
748,128146,128791,14257
749,128059,128747,14251
750,127955,128704,14242
751,127865,128665,14238
752,127774,128627,14233
753,127696,128605,14226
754,127635,128571,14206
755,127569,128557,14203
756,127524,128537,14197
757,127491,128524,14189
758,127478,128527,14181
759,127481,128519,14179
760,127487,128526,14184
761,127502,128531,14184
762,127524,128544,14182
763,127557,128555,14185
764,127586,128561,14185
765,127618,128581,14189
766,127646,128579,14192
767,127673,128598,14190
768,127708,128614,14195
769,127723,128614,14199
770,127731,128614,14204
771,127742,128616,14197
772,127726,128615,14200
773,127716,128615,14198
774,127695,128596,14198
775,127672,128579,14201
776,127645,128578,14201
777,127625,128567,14194
778,127604,128564,14198
779,127599,128555,14193
780,127589,128552,14197
781,127589,128547,14197
782,127577,128551,14186
783,127588,128546,14187
784,127608,128559,14189
785,127609,128558,14195
786,127629,128559,14192
787,127636,128558,14199
788,127662,128570,14199
789,127675,128575,14201
790,127691,128587,14204
791,127707,128598,14203
792,127731,128600,14201
793,127751,128612,14204
794,127768,128620,14204
795,127786,128634,14209
796,127800,128632,14204
797,127819,128634,14204
798,127842,128648,14206
799,127860,128654,14210
800,127879,128655,14205
801,127879,128661,14211
802,127884,128659,14210
803,127890,128661,14206
804,127902,128658,14210
805,127915,128665,14213
806,127914,128661,14212
807,127929,128663,14214
808,127935,128670,14219
809,127948,128674,14214
810,127965,128673,14214
811,127969,128670,14215
812,127978,128673,14219
813,127984,128673,14219
814,127995,128678,14221
815,128006,128680,14225
816,128018,128675,14227
817,128029,128690,14229
818,128045,128682,14226
819,128060,128681,14221
820,128077,128696,14233
821,128089,128698,14235
822,128074,128693,14233
823,128008,128660,14236
824,127927,128619,14229
825,127815,128580,14222
826,127716,128528,14221
827,127613,128489,14209
828,127524,128455,14201
829,127442,128427,14187
830,127384,128413,14176
831,127340,128380,14169
832,127302,128375,14162
833,127284,128369,14150
834,127270,128368,14151
835,127278,128371,14153
836,127280,128371,14150
837,127308,128381,14153
838,127332,128397,14159
839,127360,128402,14157
840,127391,128417,14156
841,127419,128432,14165
842,127438,128436,14162
843,127468,128443,14167
844,127487,128453,14171
845,127501,128460,14174
846,127494,128449,14181
847,127463,128441,14176
848,127434,128435,14177
849,127416,128412,14180
850,127388,128402,14175
851,127359,128393,14175
852,127321,128377,14172
853,127306,128369,14172
854,127286,128366,14167
855,127262,128369,14164
856,127270,128363,14163
857,127271,128367,14165
858,127272,128376,14160
859,127283,128380,14156
860,127305,128384,14159
861,127314,128394,14158
862,127329,128394,14160
863,127342,128404,14161
864,127363,128412,14161
865,127373,128413,14163
866,127402,128417,14162
867,127417,128431,14164
868,127438,128437,14165
869,127452,128447,14166
870,127469,128450,14166
871,127478,128449,14165
872,127492,128458,14168
873,127509,128459,14161
874,127518,128464,14166
875,127540,128474,14168
876,127549,128469,14169
877,127555,128479,14169
878,127569,128482,14169
879,127579,128476,14167
880,127586,128482,14173
881,127596,128483,14169
882,127614,128485,14177
883,127612,128496,14174
884,127629,128497,14172
885,127637,128493,14177
886,127645,128498,14173
887,127659,128505,14178
888,127667,128506,14179
889,127679,128511,14179
890,127693,128518,14181
891,127711,128514,14184
892,127726,128514,14181
893,127754,128533,14178
894,127775,128536,14188
895,127802,128541,14187
896,127819,128555,14190
897,127831,128557,14194
898,127791,128540,14190
899,127696,128498,14184
900,127597,128446,14181
901,127498,128404,14168
902,127389,128370,14168
903,127280,128328,14154
904,127199,128293,14145
905,127134,128269,14130
906,127078,128244,14121
907,127037,128232,14113
908,127011,128219,14111
909,127008,128225,14105
910,126996,128225,14111
911,127012,128222,14108
912,127026,128231,14111
913,127061,128238,14114
914,127092,128261,14114
915,127125,128271,14114
916,127158,128286,14115
917,127185,128301,14124
918,127211,128307,14121
919,127237,128319,14130
920,127259,128319,14133
921,127255,128318,14135
922,127250,128315,14132
923,127239,128308,14133
924,127227,128302,14130
925,127216,128295,14126
926,127187,128291,14128
927,127172,128280,14128
928,127157,128271,14126
929,127141,128260,14126
930,127128,128263,14124
931,127118,128262,14122
932,127126,128255,14119
933,127131,128264,14115
934,127139,128267,14121
935,127157,128272,14124
936,127169,128268,14125
937,127189,128284,14123
938,127215,128280,14126
939,127228,128300,14128
940,127246,128309,14127
941,127274,128314,14134
942,127302,128330,14134
943,127318,128335,14136
944,127341,128340,14139
945,127352,128347,14141
946,127358,128349,14146
947,127373,128349,14142
948,127376,128354,14149
949,127387,128357,14150
950,127395,128357,14156
951,127400,128348,14153
952,127414,128355,14155
953,127425,128363,14148
954,127428,128355,14154
955,127440,128362,14158
956,127445,128361,14158
957,127452,128365,14159
958,127448,128360,14159
959,127447,128355,14164
960,127444,128360,14165
961,127451,128357,14165
962,127460,128358,14167
963,127472,128362,14170
964,127488,128372,14169
965,127499,128373,14168
966,127516,128378,14172
967,127523,128378,14174
968,127549,128394,14171
969,127577,128401,14174
970,127607,128416,14180
971,127645,128430,14179
972,127672,128434,14180
973,127664,128430,14179
974,127615,128406,14170
975,127520,128373,14168
976,127415,128323,14165
977,127311,128284,14154
978,127215,128242,14144
979,127140,128219,14129
980,127063,128179,14124
981,127010,128168,14113
982,126966,128152,14106
983,126941,128147,14103
984,126938,128154,14098
985,126944,128150,14096
986,126958,128149,14092
987,126990,128164,14094
988,127009,128170,14098
989,127029,128186,14098
990,127070,128197,14104
991,127093,128213,14109
992,127135,128220,14108
993,127172,128240,14114
994,127205,128253,14114
995,127242,128262,14118
996,127253,128256,14121
997,127254,128261,14125
998,127242,128261,14132
999,127225,128248,14130
1000,127195,128234,14129
1001,127176,128222,14127
1002,127160,128204,14122
1003,127134,128200,14115
1004,127114,128193,14113
1005,127095,128196,14113
1006,127083,128182,14114
1007,127089,128183,14116
1008,127090,128184,14115
1009,127101,128188,14112
1010,127111,128197,14115
1011,127123,128194,14112
1012,127140,128202,14123
1013,127163,128209,14123
1014,127179,128216,14122
1015,127206,128222,14125
1016,127214,128229,14128
1017,127240,128239,14132
1018,127257,128249,14134
1019,127277,128250,14144
1020,127287,128249,14133
1021,127299,128249,14140
1022,127309,128256,14141
1023,127326,128264,14145
1024,127340,128262,14146
1025,127344,128259,14140
1026,127354,128264,14148
1027,127369,128262,14145
1028,127372,128263,14146
1029,127375,128259,14149
1030,127390,128266,14152
1031,127383,128262,14148
1032,127391,128268,14151
1033,127404,128271,14146
1034,127404,128258,14151
1035,127412,128269,14158
1036,127414,128269,14155
1037,127414,128266,14162
1038,127425,128260,14162
1039,127436,128267,14161
1040,127447,128274,14158
1041,127459,128277,14161
1042,127474,128279,14166
1043,127485,128286,14168
1044,127513,128294,14169
1045,127524,128299,14165
1046,127553,128314,14168
1047,127579,128320,14171
1048,127592,128330,14171
1049,127582,128325,14173
1050,127525,128294,14173
1051,127438,128259,14165
1052,127332,128208,14156
1053,127230,128173,14145
1054,127141,128121,14133
1055,127051,128096,14121
1056,126980,128067,14118
1057,126924,128045,14110
1058,126878,128022,14102
1059,126846,128011,14096
1060,126828,128009,14094
1061,126830,128009,14091
1062,126839,128016,14095
1063,126860,128022,14097
1064,126887,128038,14092
1065,126918,128046,14098
1066,126947,128068,14098
1067,126987,128078,14102
1068,127016,128092,14104
1069,127059,128110,14107
1070,127091,128118,14111
1071,127106,128116,14111
1072,127125,128124,14118
1073,127127,128126,14120
1074,127112,128124,14117
1075,127111,128119,14113
1076,127107,128117,14112
1077,127086,128109,14111
1078,127077,128110,14105
1079,127059,128097,14105
1080,127049,128089,14109
1081,127042,128083,14103
1082,127033,128085,14106
1083,127020,128075,14103
1084,127027,128079,14106
1085,127034,128075,14101
1086,127047,128084,14105
1087,127065,128099,14106
1088,127079,128099,14110
1089,127097,128105,14109
1090,127123,128115,14109
1091,127146,128122,14112
1092,127166,128132,14118
1093,127195,128134,14118
1094,127210,128136,14120
1095,127235,128158,14125
1096,127243,128157,14131
1097,127247,128153,14126
1098,127246,128150,14129
1099,127261,128159,14131
1100,127268,128151,14136
1101,127275,128148,14130
1102,127269,128139,14131
1103,127276,128156,14135
1104,127283,128155,14136
1105,127295,128152,14136
1106,127299,128159,14144
1107,127306,128158,14139
1108,127313,128161,14141
1109,127314,128161,14146
1110,127309,128157,14146
1111,127306,128155,14147
1112,127298,128145,14152
1113,127308,128145,14155
1114,127314,128146,14154
1115,127315,128153,14151
1116,127326,128149,14160
1117,127337,128145,14156
1118,127334,128145,14162
1119,127340,128151,14164
1120,127349,128149,14165
1121,127353,128149,14169
1122,127370,128150,14172
1123,127376,128151,14176
1124,127384,128146,14172
1125,127357,128144,14176
1126,127305,128122,14168
1127,127224,128099,14168
1128,127151,128054,14156
1129,127065,128017,14149
1130,126975,127988,14143
1131,126895,127966,14130
1132,126849,127939,14119
1133,126785,127917,14108
1134,126750,127912,14102
1135,126731,127904,14099
1136,126723,127898,14100
1137,126728,127896,14096
1138,126736,127911,14092
1139,126767,127914,14090
1140,126790,127933,14095
1141,126821,127939,14092
1142,126855,127960,14095
1143,126879,127961,14102
1144,126902,127974,14104
1145,126938,127983,14107
1146,126955,127993,14110
1147,126973,127994,14112
1148,126983,128004,14118
1149,126995,128006,14119
1150,126989,127991,14116
1151,126981,127995,14119
1152,126967,127990,14114
1153,126954,127980,14115
1154,126931,127968,14111
1155,126925,127969,14111
1156,126915,127967,14101
1157,126911,127965,14098
1158,126909,127965,14101
1159,126914,127969,14100
1160,126903,127967,14103
1161,126909,127971,14096
1162,126916,127970,14095
1163,126930,127974,14105
1164,126959,127983,14101
1165,126986,128000,14105
1166,127018,128008,14102
1167,127048,128023,14101
1168,127080,128036,14107
1169,127117,128046,14112
1170,127150,128063,14104
1171,127167,128076,14112
1172,127190,128070,14110
1173,127222,128085,14110
1174,127240,128088,14119
1175,127241,128097,14116
1176,127255,128095,14115
1177,127274,128092,14118
1178,127269,128095,14120
1179,127267,128092,14123
1180,127277,128097,14125
1181,127281,128101,14126
1182,127292,128101,14127
1183,127300,128109,14127
1184,127307,128104,14130
1185,127307,128099,14126
1186,127314,128095,14132
1187,127323,128104,14130
1188,127327,128111,14134
1189,127337,128105,14131
1190,127347,128108,14137
1191,127352,128106,14137
1192,127369,128113,14134
1193,127385,128123,14135
1194,127404,128130,14137
1195,127428,128131,14135
1196,127455,128152,14141
1197,127475,128160,14138
1198,127506,128163,14146
1199,127525,128173,14143
1200,127538,128177,14150
1201,127550,128180,14145
1202,127517,128163,14148
1203,127434,128125,14147
1204,127320,128081,14139
1205,127218,128031,14131
1206,127116,127998,14122
1207,127029,127955,14109
1208,126953,127930,14102
1209,126890,127904,14093
1210,126845,127885,14086
1211,126809,127878,14078
1212,126793,127863,14081
1213,126797,127866,14072
1214,126804,127874,14069
1215,126830,127883,14072
1216,126857,127900,14069
1217,126878,127905,14077
1218,126905,127909,14076
1219,126936,127932,14084
1220,126962,127941,14088
1221,127002,127954,14088
1222,127024,127968,14089
1223,127055,127973,14096
1224,127077,127981,14099
1225,127085,127975,14098
1226,127088,127981,14099
1227,127083,127975,14101
1228,127068,127971,14102
1229,127048,127953,14099
1230,127024,127945,14097
1231,126999,127936,14089
1232,126983,127936,14091
1233,126963,127925,14092
1234,126951,127912,14090
1235,126950,127915,14081
1236,126952,127917,14078
1237,126962,127925,14081
1238,126969,127926,14080
1239,126989,127928,14079
1240,127005,127930,14081
1241,127030,127946,14089
1242,127043,127952,14089
1243,127071,127962,14092
1244,127094,127974,14087
1245,127113,127978,14096
1246,127140,127979,14100
1247,127144,127981,14103
1248,127163,127992,14099
1249,127180,127998,14100
